text,label
dù sao em cũng cám ơn thầy đã dẫn dắt bọn em ở học kỳ hai này ạ .,Neutral
"dạy đầy đủ kiến thức trên lớp , giảng sâu vào bài khiến sinh viên hiểu bài rõ ràng hơn .",Positive
giảng viên truyền đạt hơi khó hiểu .,Negative
cố gắng giảng lại đến khi sinh viên hiểu bài mới thôi .,Positive
vui tính dạy cũng dễ hiểu .,Positive
"cô hay cáu gắt , khó tính , cứ hay giận dỗi .",Negative
kiến thức rất nhiều và trừu tượng giảng viên nên thêm những phương pháp giảng dạy mới cho giờ học hiệu quả hơn .,Negative
phòng máy ngon hơn .,Negative
giáo viên dạy nhiệt tình dễ hiểu .,Positive
giao nhiều bài tập về nhà .,Negative
giảng bài rất hay .,Positive
phù hợp với thực tiễn .,Positive
"thầy dạy nhiệt tình , giải đáp thắc mắc của học sinh một cách tận tình .",Positive
thực hiện nhóm nhiều .,Neutral
nội dung giảng dạy còn quá chung chung .,Negative
"dạy kỹ , sinh viên học cảm thấy dễ hiểu , vận dụng được nhiều kiến thức để học môn này .",Positive
"thầy không dạy kỹ , bỏ sót một số phần và không sử dụng giờ lên lớp hiệu quả , học theo cdio nhưng không có khác biệt quá lớn với các lớp khác , thất vọng .",Negative
"thực sự phải học toán suốt 3 năm cấp 3 và chưa kể năm 12 , và lên đại học phải học toán thì là 1 cảm xúc khó tả , vừa ngán và vừa nản .",Negative
bản thân em chưa học qua môn tấn công mạng nên những kiến thức ở môn bảo mật internet còn khá mới với em .,Negative
thầy chưa chuẩn bị bài kỹ khi lên lớp .,Negative
phần sửa bài tập quá nhanh .,Negative
"nhiệt tình , hiểu học sinh .",Positive
báo cáo cuối kỳ thầy tập trung cả lớp trong một buổi .,Neutral
thầy có vẻ hơi có chịu .,Neutral
"dễ hiểu , chỉ bảo tận tình !",Positive
thầy rất thương học sinh .,Positive
giảng viên cần chú ý quan sát sinh viên hơn và hỏi xem sinh viên nào chưa hiểu .,Negative
"cô dạy rất hay và very good , đặc biệt cô còn bổ sung nhiều kiến thức nâng cao hơn để sinh viên đươc học tốt hơn .",Positive
nội dung thi cũng chỉ toàn lý thuyết .,Negative
khiến sinh viên cảm thấy tiếp thu nhanh .,Positive
"giảng viên rất nhiệt tình , giảng dạy khá kỹ càng .",Positive
"nâng cao kiến thức cho sinh viên rất tốt , giảng dạy dễ hiểu .",Positive
he's very funny .,Positive
cần có giảng viên có đầy đủ kiến thức và kinh nghiệm giảng dạy về môn học này .,Negative
chưa chuẩn bị bài giảng kỹ càng trước khi lên lớp .,Negative
luôn có ví dụ minh họa thực tế .,Positive
khổ lắm .,Negative
"cô dạy nhiệt tình , dễ hiểu , quan tâm sinh viên .",Positive
môn này chủ yếu là để làm nhóm .,Neutral
"thầy dạy dễ hiểu , sẵn sàng giúp đỡ sinh viên , tận tâm , nhiệt tình .",Positive
"giáo viên nhiệt tình , đảm bảo giờ lên lớp , dạy kỹ .",Positive
"thầy ít hướng dẫn các bài tập , cách vận dụng kiến thức cần thiết vào bài tập thực tế .",Negative
cô rất dễ chịu colonsmile .,Positive
nên có nhiều bài tập vận dụng về nhà cho sinh viên .,Negative
nội dung môn học nên được cập nhật .,Negative
chưa tận dụng hết thời gian môn học để truyền đạt cho sinh viên còn yếu .,Negative
hợp tác .,Neutral
cô dạy khá dễ hiểu .,Positive
"thực hành em không có học với giảng viên này , da có thể nhầm lẫn gì chăng .",Negative
"cách dạy thực hành với những ứng dụng thực tế rất hay ( thực hành trên tín hiệu âm thanh ) , khiến cho học sinh có cảm giác muốn học , không giống như khi làm các bài tập gò bó , quy củ .",Positive
"giảng viên hay thường xuyên quên up slide lên courses cho sinh viên , trong quá trình học sinh viên đã nhắc rất nhiều lần nhưng giảng viên quên up , đề nghị giảng viên xem xét lại vấn đề này .",Negative
hay gây buồn ngủ .,Negative
tốc độ giảng dạy phù hợp để sinh viên có đủ thời gian để tự thực hành kiến thức vừa học ngay tại lớp .,Positive
"theo em , môn học cần có sự hệ thống lại , đặc biệt nêu rõ các mối quan hệ giữa các bài với nhau , giúp sinh viên vận dụng tốt hơn kiến thức của mình .",Negative
cách truyền đạt kiến thức vẫn chưa tốt .,Negative
"nên tổ chức các buổi dã ngoại để học các kỹ năng hoặc mời các doanh nghiệp về nói chuyện , truyền đạt kinh nghiệm .",Negative
thầy rất vui tính .,Positive
phòng thực hành có quá nhiều máy bị hỏng .,Negative
"khả năng nghe , đọc hiểu được nâng cao .",Positive
rất thích phương pháp giảng dạy của thầy .,Positive
"thầy nghỉ không báo trước quá nhiều , số buổi lên lớp 50% .",Negative
"thầy dạy thì nên dạy sớm để dễ học , dễ nhớ , ban đầu thầy ít dạy vào kiến thức chính , đến giai đoạn cuối của kỳ là khi bận rộn nhiều thì thấy mới bắt đầu dạy kiến thức .",Negative
có tinh thần trách nhiệm cao .,Positive
cách giảng dạy còn hơi khó hiểu .,Negative
"chẳng hạn , sinh viên chuyên ngành mạng thì không nên quá đào sâu vào nội dung mà chỉ cần đưa ra những nội dung nền tảng , cần thiết nhất .",Negative
ngôn ngữ thực hành nên trang bị trước cho sinh viên .,Negative
"bài tập lớn mà thầy wzjwz74 đưa ra cũng khá là chung chung , không yêu cầu rõ ràng , cụ thể .",Negative
đôi lúc không đi sâu vào vấn đề dạy .,Negative
giáo trình phần căn bản về web lặp lại các môn khác nên học rất nhàm chán .,Negative
ảnh hưởng đến việc thực hành .,Negative
"giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , phát âm tốt .",Positive
"giáo viên lên lớp đều , giảng bài tích cực .",Positive
có lúc nhiều vấn đề trong bài học giáo viên chưa giải đáp được .,Negative
giáo viên dạy nhiệt tình và dễ hiểu .,Positive
"cô dạy nhiệt tình , truyền đạt kiến thức tốt .",Positive
nên cân bằng hai bên .,Negative
giáo viên không đến lớp trong các buổi thực hành nhưng không báo trước .,Negative
sự nhiệt tình của thầy cô .,Positive
máy chiếu phòng wzjwz3 cần được sửa chữa hoặc thay mới để lớp có đủ điều kiện học .,Negative
"thầy chuẩn bị tài liệu , slide khá ok , đủ để người xem hiểu được .",Positive
"nên cho sinh viên hiểu rõ tổng quát của môn hoc ngay từ đầu học những gì , học để làm gì , và nó ứng dụng trong thực tế như thế nào ví dụ cụ thể .",Negative
"thầy dạy hay , dễ hiểu và nhiệt tình .",Positive
giáo viên cực kỳ nhiệt tình .,Positive
cô rất tận tâm và quan tâm đến sinh viên .,Positive
giáo viên tận tâm nhiệt tình .,Positive
"thầy giảng hay , đưa ra ví dụ dễ hiểu .",Positive
dạy muôn từ 15 - 20 phút so với giờ quy định dù lên lớp đúng giờ khiến cho việc sắp xếp những công việc sau giờ học của sinh viên gặp khó khăn .,Negative
hỗ trợ sinh viên tối đa .,Positive
bài tập đa dạng và phong phú .,Positive
giảng viên nhiệt tình trong khi dạy .,Positive
em không có ý kiến gì thêm .,Neutral
môn học khá khó .,Negative
"thầy nhiệt tình trong quá trình giảng dạy , có thêm video cho học sinh về tự học thêm .",Positive
"cô giải nhiều bài tập , dạy dễ hiểu .",Positive
cô giúp cho tụi em xác định được mục tiêu và mong muốn đạt được khi học môn học này .,Positive
"giảng viên tận tâm , nhiệt tình với học sinh .",Positive
theo quan điểm của em về các môn học chuyên ngành của sinh viên thì nhà trường không nên bắt buộc sinh viên phải thi học kỳ để lấy điểm số .,Negative
em cảm ơn .,Neutral
em cám ơn .,Neutral
"thầy nên chia nhóm theo ngành , để các bạn có thể trả lời những câu hỏi sâu về ngành mình đang thuyết trình , ngành mình đang học .",Negative
"luôn dạy quá giờ ( khoảng 30 phút ) , ảnh hưởng đến giờ trưa của sinh viên và truyền đạt không được thu hút .",Negative
giảng viên cần nhiệt tình hơn trong công tác giảng dạy .,Negative
thầy dạy rất tận tâm và nhiệt tình !,Positive
"nhiệt tình giúp đỡ , cho nhiều bài tập hữu ích và thực tiễn cao .",Positive
giảng viên khó có thể truyền đạt hết kiến thức .,Negative
"nội dung thầy giảng mang tính cập nhật , có nhiều nội dung hay .",Positive
"tiết học rất thoải mái , dễ tiếp thu .",Positive
gửi mail không trả lời .,Negative
thầy cần hướng dẫn các bạn làm bài tập khi mới bắt đầu thực hành vì các phần mềm dùng thực hành có mới với các bạn sinh viên .,Negative
"thầy dạy rất ổn , bổ sung vững kiến thức lý thuyết .",Positive
"chất lượng giảng dạy tốt , em rất hài lòng với cách dạy của cô .",Positive
giảng viên tích cực .,Positive
"thầy vui tính , dạy hay , đầy đủ kiến thức để thi .",Positive
thường xuyên hỗ trợ sinh viên qua diễn đàn .,Positive
"slide khá nhiều chữ khiến sinh viên hơi buồn ngủ , ít hình ảnh , ví dụ minh họa .",Negative
dạy và ôn tập tận tình .,Positive
giáo trình môn học nên cập nhật thường xuyên .,Negative
"tận tình , giảng dạy dễ hiểu , vui vẻ .",Positive
thầy giảng rất tận tâm .,Positive
"tận tình , cung cấp thông tin và giải đáp thắc mắc tốt .",Positive
bù lại cách chấm điểm sẽ đặt nặng phần hiểu vấn đề hơn như thầy wzjwz119 đã từng trình bày .,Negative
giáo viên nhiệt tình vui tính .,Positive
cách truyền đạt qua lời nói khó hiểu .,Negative
"phòng học được trang bị tốt hơn , đảm bảo tốt cho công tác giảng dạy .",Neutral
"chuyên môn sâu , nhiệt tình , hiệu quả trong giảng dạy , vui tính , dễ hiểu .",Positive
"vui tính , dạy dễ hiểu .",Positive
"giảng bài cụ thể , chi tiết .",Positive
"hình thức 2 cần có sự phân bố thời gian gặp sinh viên hợp lý , không thể để cuối kỳ , gặp rồi cho đồ án liên tục , ảnh hưởng đến việc ôn tập cho kỳ thi cuối kỳ của sinh viên .",Negative
cô dễ thương quá em nhìn cô nhiều hơn nhìn code cô viết colonsmallsmile !,Negative
thầy dạy tốt nhưng cần giảng mẫu cho sinh viên nắm bắt trước khi giao bài tập về nhà .,Positive
em biết là cô rất buồn vì chúng em không chú tâm tới môn học của cô .,Negative
giảng viên dạy tốt .,Positive
"kiến thức giảng hơi khó hiểu , nhưng giải bài tập hay hướng dẫn sinh viên làm bài thì dễ hiểu và còn tận tình chỉ bảo cho sinh viên những gì không biết , cô có thể nói lại , giảng lại một vấn đề vài lần nếu sinh viên vẫn chưa hiểu !",Positive
dạy đúng theo giáo trình .,Positive
"mong giảng viên chủ động trong việc truyền đạt kiến thức hơn , tránh trường hợp đợi hỏi mới trả lời , vì sinh viên làm sao biết cái mình cần hỏi đề hỏi khi lực học mới chỉ ở mức trung bình .",Negative
cần giảng dạy kỹ phần trigger các từ cơ bản vì tìm kiếm trên mạng tương đối khó khăn dù chúng tương đương lập trình cơ bản .,Negative
"thầy nhiệt tình , giảng kỹ , tận tâm với sinh viên .",Positive
"giảng viên cần có kỹ năng sư phạm , truyền đạt nội dung môn học , thái độ nhiệt tình hơn .",Negative
"sản phẩm mình làm ra , đem người khác báo cáo thì không được hợp lý .",Negative
"thầy giảng hay , nhiệt tình .",Positive
"giảng dạy dễ hiểu , nhiệt tình .",Positive
"giảng viên tận tâm , nhiệt tình , phương pháp giảng dạy của giảng viên giúp hiểu được và vận dụng được kiến thức .",Positive
"giảng viên giảng dạy nhiệt tình , bám sát chương trình .",Positive
dạy ít về phần code .,Negative
thầy không công bằng trong đánh giá .,Negative
"giáo viên giảng dạy đầy đủ kiến thức , dễ tiếp thu , nhiệt tình giảng dạy .",Positive
"thầy đi rất đúng giờ , giảng dạy rất nhiệt tình !",Positive
mà hơn nữa ngủ ở lớp học còn rất dễ bị đau lưng .,Negative
"thầy rất hay liên hệ nhưng thứ học được ra thực tế , như những ứng dụng của các linh kiện , vdotv .",Positive
thầy thường vào lớp trễ .,Negative
"thầy dạy dễ hiểu , hướng dẫn chi tiết .",Positive
giảng viên đến khá trễ .,Negative
"thầy dạy phần hai có phần hơi khó khăn trong việc điểm danh , cả khi thầy có nhầm lẫn thầy cũng không chịu nhận .",Negative
giảng dạy còn nhiều thiết sót .,Negative
một môn học rất hay .,Positive
thầy tận tâm .,Positive
"các thiết bị giảng dạy môn học có thể không đảm bảo chất lượng , nhiều thiết bị hoạt động không tốt như doubledot loa , máy chiếu .",Negative
hướng dẫn dễ hiểu .,Positive
"giáo viên hướng dẫn nhiệt tình , vui vẻ , dễ tính .",Positive
"giảng dạy nhiệt tình , giờ học đúng không đi trễ về sớm .",Positive
giảng viên nên quan tâm nhiều hơn đến mức hiểu bài của sinh viên qua mỗi giờ học bằng cách hỏi những câu hỏi liên quan ở cuối giờ qua đó cộng điểm để tạo thêm sự yêu thích môn học .,Negative
"cô tuy còn trẻ nhưng rất tận tâm với sinh viên , khi sinh viên có vấn đề gì hỏi cô , cô đều giải thích rất kỹ , đôi khi còn nói thêm những vấn đề liên quan .",Positive
"cô lên lớp đúng giờ , tiết học được chuẩn bị tốt , cô rất thân thiện !",Positive
thầy dạy rất chậm rãi kết hợp với biểu đồ vẽ trên bản đồ giúp sinh viên dễ hiểu hơn .,Positive
rất hòa đồng .,Positive
thầy dạy hay dễ hiểu .,Positive
giọng nói truyền cảm .,Positive
"giảng viên giảng ít , phần lớn tự sinh viên tìm hiêu trên mạng .",Negative
nên phân bổ thời gian hợp lý hơn .,Negative
"bài tập nhiều , đa dạng .",Positive
"tận tâm , nhiệt tình , thân thiện , hướng dẫn ân cần , theo sát năng lực học tập của sinh viên .",Positive
giới thiệu những mảng mới cho sinh viên .,Positive
"đồ án cho sinh viên làm rất mơ hồ , đa số không thể hiểu được giáo viên đang yêu cầu làm gì .",Negative
"bởi chúng em đang đi học , phải học của nhiều môn khác nhau .",Neutral
"giảng viên nhiệt tình thân thiện , trình độ cao .",Positive
"giảng viên nhiệt tình , vui vẻ , chịu khó .",Positive
"thầy rất tận tâm , nhiệt tình .",Positive
"giảng quá nhanh với phần bài tập , không nắm bắt được các dạng bài làm nó như thế nào .",Negative
cách giảng viên liên kết nội dung bài học với những thông tin mang tính thực tế .,Positive
"giáo trình anh văn chưa phù hợp , gây chán vì nhiều kiến thức đã biết qua rồi .",Negative
cô dễ thương .,Positive
"rất thân thiện , nhiệt tình , quan tâm sinh viên , dạy hay và dễ hiểu .",Positive
"cần có những lớp training cho các bạn yếu , mất căn bản .",Negative
"mặc dù giảng viên đã có chỉnh đốn nội dung ngay trên lớp , nhưng không có tài liệu về nhà đọc lại thì sao nắm được ?",Negative
giảng viên có kinh nghiệm .,Positive
không có nhiều tài liệu môn học được cung cấp cho sinh viên ngoài slide bài giảng của giảng viên .,Negative
chất lượng kiến thức được giáo viên truyền đạt hay .,Positive
thầy nên giảng chậm hơn để sinh viên có thể theo kịp bài và cho sinh viên copy slide bài giảng .,Negative
"thầy dạy hay , nhiều kinh nghiệm , có phần demo trực tiếp trên visual studio giúp dễ hiểu .",Positive
"nhiệt tình giải đáp thắc mắc của sinh viên , chu đáo , tận tâm , nội dung thực hành chuẩn bị cẩn thận và cần thiết .",Positive
"cô nhiệt tình , dễ hiểu .",Positive
cần có những tiết học sinh động hơn là để sinh viên ngồi một chỗ và nghe nhưng không hiểu .,Negative
phần học trên mức độ kiến thức còn thấp so với đề thi của trường .,Negative
cô dạy dễ hiểu .,Positive
sự tận tâm của giảng viên .,Positive
em thích cách dạy của thầy .,Positive
giảng viên cần cân nhắc trong việc giao việc cho sinh viên .,Negative
"phòng học hơi nhỏ , nên nâng cấp .",Negative
rõ ràng .,Positive
"cô dạy rất tâm huyết , nhiệt tình .",Positive
"thầy dạy tốt , có nhiều kiến thức chuyên sâu , hỗ trợ rất nhiều cho sinh viên trong khâu nâng cao kiến thức chuyên môn .",Positive
"gần gũi , hòa đồng với sinh viên .",Positive
"cô rất nhiệt tình khi giảng dạy , kiên nhẫn với sinh viên .",Positive
"thật sự là bài tập hơi nhiều thì tốt , nhưng có nhiều bài tương tự nhau .",Negative
"nhiệt tình , tận tâm với sinh viện .",Positive
cần thêm một số topic để rèn luyện thêm .,Negative
sau khi thi kỳ thi cuối kỳ vừa rồi .,Neutral
"p fraction s doubledot phía trên là ý kiến em tổng hợp từ em và các bạn học cùng lớp này , có nhiều bạn ngại nói ra , hy vọng trường sẽ không cho giảng viên biết tên của người ghi ý kiến ạ .",Neutral
phòng học cần phù hợp với số lượng sinh viên .,Negative
đề thi tương đối dài .,Negative
phòng thực hành cần được chuyển qua một phòng lớn hơn .,Negative
thầy ít cho bài tập về nhà .,Negative
nhiệt tình giúp đỡ học sinh .,Positive
thầy theo chế độ trọng nam khinh nữ doubledot các câu hỏi dành cho nữ nhiều hơn dành cho nam .,Negative
trình độ giỏi .,Positive
"thầy dạy nhiệt tình , dễ hiểu , đưa ví dụ bài tập rất thực tế .",Positive
"giảng bài rất kỹ , và cho nhiều bài tập áp dụng .",Positive
"giáo viên dạy dễ hiểu , dễ tiếp thu .",Positive
"thầy dạy nhiệt tình , cho code mẫu cho các bạn tham khảo .",Positive
"nội dung bài học , nội dung ôn tập thi giữa kỳ , cuối kỳ nên được cập nhật trên moodle .",Negative
không thấy thầy lên lớp kể từ khi nghỉ lễ 30 fraction 4 và 1 fraction 5 xong .,Negative
thiếu sự đa dạng về bài tập .,Negative
thầy nên chuẩn bị trước slide lý thuyết vì mỗi buổi thầy viết lại sẽ mất nhiều thời gian .,Negative
vui tánh .,Positive
phân công từng nhóm lên thuyết trình .,Neutral
đọc slide có thể hiểu nội dung nhưng sau khi thầy giảng lại thì không hiểu tí gì hết .,Negative
"thầy dạy rất tốt , cảm ơn thầy !",Positive
tận tâm .,Positive
"giảng viên giảng dễ tiếp thu , slide trình bày dễ hiểu , giảng viên nhiệt tình , hài hước .",Positive
giáo viên rất nhiệt tình và tận tâm !,Positive
giáo trình môn học chưa cập nhật .,Negative
giảng viên giải đề các năm trước .,Neutral
giảng viên nên đưa ra nhiều ví dụ minh họa hơn .,Negative
nên nhiều khi không hiểu thầy đang giảng gì .,Negative
"lên lớp đúng giờ , nhiệt tình .",Positive
"hy vọng những giờ thực hành , thay vì đưa ra bài thực hành , thầy hướng dẫn từng bước làm đồ án , môn học hay nhưng thầy truyền đạt không hiểu .",Negative
thầy dạy quá hay !,Positive
muốn đề thi dễ hơn .,Negative
phương pháp dạy mới tích cực .,Positive
"giảng viên nhiệt tình , máu lửa , phương pháp giảng dạy hiện đại .",Positive
thầy hay nghỉ dạy nhờ giảng viên khác dạy thay do bận việc nhiều .,Negative
"giáo viên tận tâm , giảng dạy tốt .",Positive
"cô vui tính , tận tình .",Positive
"cô dạy nhiệt tình , dễ hiểu .",Positive
tạo ra sự ganh đua trong mỗi buổi thực hành .,Negative
khả năng truyền đạt chưa cao .,Negative
"cô rất dễ thương , hiền nữa , cô khá nhiệt huyết .",Positive
luôn bám sát tiến độ làm đồ án của sinh viên .,Positive
nhiều bài tập .,Negative
thiếu nghiêm túc trong học tập .,Negative
thầy cho nhiều bài tập để thực hành .,Positive
sinh viên không có thời gian tiếp xúc cũng như thực hành .,Negative
giảng viên chưa truyền đạt được kiến thức cần hiểu tới sinh viên .,Negative
cô rất tận tâm và nhiệt tình .,Positive
đề nghị dạy lập trình c trước hoặc song song với môn học này .,Negative
buổi chiều nên học lúc 13h30 .,Negative
"ít trang bị kiến thúc ngữ pháp vững vàng cho sinh viên , ít làm bài tập ngữ pháp trên lớp , một buổi học quá nhiều kiến thức không tiếp thu kịp , áp lực , sửa bài tập nhanh dot chỉ nói bằng miệng nên ít ghi chép để nhớ lâu .",Negative
"dạy vui , nhiệt tình .",Positive
cô tuyệt vời !,Positive
"thầy dạy nhiệt tình , dạy những kiến thức sát với các kỳ thi .",Positive
giống như việc cung cấp cho phép cộng và yêu cầu là giải được bất đẳng thức .,Neutral
em thấy học thực hành là tiếp thu nhiều hơn học lý thuyết và thầy dạy rất nhiệt tình .,Positive
"nhiều sinh viên đọc đề không hiểu , vượt xa kiến thức trên lớp .",Negative
tăng thời gian giảng dạy .,Negative
một số vấn đề nói chưa rõ như là doubledot một số bài tập khó chưa giải đáp được .,Negative
"cô rất nhiệt tình , giảng bài khá hay .",Positive
"cô dễ thương , vui tính , nhiệt tình , nhiều nhiều nữa .",Positive
"cô rất vui tính , giảng bài tận tình .",Positive
"nên tập trung cho sinh viên vào một phương pháp , một công cụ nào đó để làm bài tập , tránh tình trạng sinh viên không biết đường nào để làm .",Negative
giảng viên tận tâm giúp sinh viên học tập .,Positive
giảng viên cho nhiều bài tập khó .,Negative
em rất thích !,Positive
"cô phát âm chưa tốt , dạy còn chút khô khan , chưa tạo được sự hứng thú học tập cho sinh viên .",Negative
đưa ra các bài tập áp dụng .,Neutral
"thầy dạy cứng nhắc , buồn ngủ .",Negative
"cô giảng dạy hay , dễ tiếp thu .",Positive
cần cài đặt matlab trên các máy ở phòng thực hành .,Negative
"dạy dễ hiểu , hay củng cố lại kiến thức .",Positive
giảng còn hơi nhanh .,Negative
"giảng viên truyền cảm hứng cho sinh viên , nhiệt tình .",Positive
nguyên tắc và tận tình giảng dạy .,Positive
thường xuyên đặt câu hỏi cho sinh viên trả lời .,Positive
em thích đi học tiết của thầy nhất .,Positive
cung cấp tài liệu cần thiết cho môn học nhiều hơn .,Negative
nói chung thầy wzjwz196 dạy toán là tuyệt .,Positive
bài giảng không lôi cuốn .,Negative
"giảng dạy nhiệt tình , cho bài tập nhiều .",Positive
thầy giảng dạy rất nhiệt tình và chi tiết tường tận cho nhiều ví dụ cụ thể thực tế rất hay .,Positive
cô rất nhiệt tình chỉ dạy cho lớp và luôn giúp những bạn yếu kém vươn lên học tốt hơn .,Positive
"thực hành nhiều , làm bài tại lớp càng nhiều càng tốt , đưa ra nhiều ví dụ về nhiều trường hợp và một số trường hợp phát sinh .",Negative
"thay vì thế , giảng viên nên tập trung vào các công nghệ được ngôn ngữ lập trình hỗ trợ và cách sử dụng chúng hiệu quả , việc hướng dẫn lập trình nên đưa vào các buổi thực hành .",Negative
"đề nghị việc giảng viên vào những lúc cuối kỳ , thời gian chuẩn bị báo cáo đồ án , chuẩn bị thi .",Negative
điều này gây mất công bằng và không đánh giá được đúng năng lực học tập của các bạn .,Negative
giảng viên nhiệt tình và công tâm .,Positive
nếu thầy có thể lên lớp đúng giờ thì tuyệt ạ !,Negative
hay giúp đỡ sinh viên khi không hiểu bài và nhiệt huyết trong công việc .,Positive
thầy giảng dễ hiểu và kích thích sáng tạo và tìm tòi của sinh viên .,Positive
cô hay mất rất nhiều thời gian cho bài học và lịch học bù khá nhiều .,Negative
"rất nhiệt tình , nhưng cách truyền đạt của thầy và sự tiếp thu của sinh viên còn ít , các hoạt động trao đổi trên moodle rất hạn chế .",Negative
cách trình bày giữa thầy thực hành và thầy lý thuyết khác nhau .,Neutral
thầy nhiệt tình lắm .,Positive
với một môn nhập môn mà thầy đòi hỏi bọn em quá cao làm bọn em hơi áp lực .,Negative
"rồi giống như không muốn nghe nữa vậy , cho thời gian báo cáo là 15 phút , nhưng khi chưa kịp nói gì thì thầy nói chuyển , được khoảng 5 phút thì xong , không cho báo cáo nữa !",Negative
một giáo viên tâm huyết với nghề .,Positive
quá nhiều kiến thức để nhớ .,Negative
cách truyền đạt kiến thức cho sinh viên .,Neutral
"cung cấp slide , kiến thức , truyền dạt tốt .",Positive
đề thi thực hành quá dài .,Negative
"không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc .",Negative
thầy nghiêm túc quá .,Negative
cô dạy rất nhiệt tình và tận tụy .,Positive
"không chú ý yêu cầu , giải đáp của sinh viên .",Negative
tốt ạ .,Positive
thầy không cho slide và lên lớp chủ yếu là chép slide .,Negative
nhiệt tình về giảng dạy .,Positive
giáo trình môn học cần xác định cho phù hợp với thực lực và trình độ của sinh viên .,Negative
hay đến trễ .,Negative
thầy nên đổi mới cách dạy để bài học trở nên sinh động hơn .,Negative
i love thầy !,Positive
cô wzjwz303 là một người cô dạy có tâm nhất mà em gặp từ lúc sinh ra tới giờ .,Positive
cô rất quan tâm đến tình hình học tập của lớp .,Positive
"học bù cũng không hỏi ý kiến sinh viên có trùng với môn khác không , học bù lại còn điểm danh .",Negative
giảng hay minh họa sinh động .,Positive
"giáo viên thực hành cần năng động hơn , thầy có vẻ hơi thụ động trong giờ thực hành , không tạo cảm hứng cho sinh viên .",Negative
có những hoạt động giúp giờ học sinh động .,Positive
"nhiều lúc báo cáo tiến độ đồ án , khi không hài lòng , giảng viên đã nói thẳng với sinh viên là rớt môn dù cho còn 1 tháng nữa mới đến ngày báo cáo cuối kỳ .",Negative
cô rất tận tình giúp đỡ chúng em trong học tập .,Positive
thầy giảng quá nhanh .,Negative
"ngược lại đề thi nên cho những câu hỏi khó , nhưng thời gian thi rộng để sinh viên có thời gian động não suy nghĩ các giải tăng được tư duy suy luận và sáng tạo hơn là khả năng học thuộc bài như kiểu trên thích hợp cho ngành khác .",Negative
"thầy giảng chậm lại , từ dễ tới khó để học sinh tiếp thu tốt hơn .",Negative
rất hài lòng !,Positive
đề thực hành hay và khó .,Positive
"giáo viên giảng dạy nhiệt tình , tận tâm , dạy hay , dễ hiểu .",Positive
không truyền tải hết nội dung chương trình .,Negative
giảng dạy nhiệt tình tâm huyết .,Positive
lịch thực hành ban ra quá trễ !,Negative
không .,Neutral
"chưa nhận thấy có điểm nào chưa tốt , sinh viên học môn này từ cô wzjwz85 rất vui và tiếp thu bài rất tốt .",Positive
"giảng viên có phong cách giảng dạy chưa phù hợp , khiến sinh viên cảm thấy xa rời với nội dung môn học .",Negative
công dụng nó là gì ?,Negative
"bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc .",Negative
"bài tập thì không còn như thời cấp 3 chỉ có vài dạng cơ bản , số lượng cũng như độ khó ngày càng tăng , thời gian của sinh viên cũng chẳng phải dư dả , sinh viên cũng cần phải đầu tư cho các môn học khác , nên cách đưa ra những công thức trọng tâm , những bài tập cần và đủ của thầy khiến em một nữ sinh viên cảm thấy hứng thú hơn khi học vật lý , một học dường như chỉ dành cho các bạn nam .",Negative
thầy nhiệt tình ở chỗ giảng dạy nhiều thứ cho sinh viên .,Positive
cô rất nhiệt tình chu đáo .,Positive
"nhiệt tình , biết cách truyền đạt .",Positive
chưa nêu bật được ứng dụng thực tiễn của môn học .,Negative
"giảng viên gần gũi , giúp đỡ sinh viên rất nhiều trong học tập trên lớp .",Positive
"giảng viên dạy thực hành là wzjwz235 , không phải wzjwz236 !",Negative
"giảng viên muốn cho bọn em hiểu được môi trường làm việc sau này là như thế nào , nhưng khi mà bọn còn đang trong thời gian đi học , còn chưa đủ kiến thức nền tảng thì không nên dạy và học theo kiểu như vậy , trong suốt quá trình môn học bọn em mơ hồ về việc thầy đang muốn truyền đạt điều gì đến bọn em và việc bọn em cần phải làm những gì !",Negative
em thấy số buổi thực hành quá ít và kiến thức truyền tải chẳng được bao nhiêu vì vậy nên mong trường đổi về hình thức 1 các môn thực hành này !,Negative
nhìn thấy hơi nghiêm ( khách quan thôi ạ ) .,Neutral
dạy nhanh quá .,Negative
em rất hài lòng về hoạt động giảng dạy của thầy .,Positive
giảng bài nhựa nhựa nghe buồn ngủ .,Negative
nhiều thử thách cho sinh viên .,Negative
"giảng viên lên lớp đúng giờ , tận tâm với sinh viên và nhiệt tình giảng dạy , hướng dẫn .",Positive
cô cần cải thiện khả năng truyền đạt trên lớp để sinh viên có thêm hứng thú trong học tập .,Negative
"rồi một nhóm thì phải chấm điểm báo cáo cuối kỳ cho 3 nhóm khác , làm phiếu chấm điểm , soạn câu hỏi mà có yêu cầu ra đáp án đồ án của nhóm code chưa tới đâu thì sao mà ngồi đọc source của nhóm khác để code tiếp cho họ .",Negative
tình hình là khóa 8 aep tụi em đa số là không hiểu ngôn ngữ c .,Negative
giáo trình chưa phù hợp với lượng tín chỉ môn học !,Negative
thầy khá nhiệt tình và rõ ràng .,Positive
